中国中共中央党校	销售部经理
南昌大学软件学院	培训讲师,php高级软件开发工程师,软件测试,教师
粤东高级技工学校	游戏客服
江苏宜兴轻工业学校	总工
安徽省砀山中学	财务
宋市中学	厨师
北京民族大学成考	协调员
重庆机电联合学校	叉车司机,挖掘机司机
河北衡水学院	仓库助理,后期,养生或营养顾问,调度员
湖南技术学院	销售主管
图们市职教中心	
江苏省扬州市扬州大学	
中南民族大学工商学院	会计,经理助理,行政人事主管,投资分析师,软件测试工程师,销售、客服,电子工程师，通信工程师,软件开发,销售代表,软件研发工程师
柯桥中学	银行理财投资经理
广元工程学校	电工
丰台一中	 , 呼入客服
大连电视大学	总经理 副总经理 总监 部长 办事处 主任
河北财经学院	信贷管理,总经理或相应职级,财务总监,融资总管,会计,集团财务中心财务副总监,财务经理,客户经理
南京工程	电气技术员,电气调试工程师
偃师市高级中学	PHP程序员
南京理工大学泰州科技学院	施工员,土建工程师,销售代表,内勤策划,策划  文案,文字编辑,机械设计,监理,逆变器硬件,销售经理
江西省电子信息工程学院	组长
南航正德学院	项目管理,物流工程师,总经理助理
四川省成都市高等烹饪专科学院	
悉尼科技大学	文员,记者 编辑,会计师事务所、投资银行、商业银行、证券公司，公司的财务会计等相关工作。,对公柜员,产品经理,审计会计税务咨询财务,区域销售经理,市场经理,财务,对外汉语教师
陕西省西安市华清中学	有发展空间的
聊城大学东昌学院	幼儿教师,乘务员,硬件工程师/技术员,技术与管理
徐州新华电脑专修学院	助理设计师
广东省恒企会计教育学校	文员
河北青年干部管理学院	经理助理,COO,管理顾问
四川托普信息技术学院	项目主管,软件工程师
重庆建工职业学院	土建工程师
福建经济管理干部学院	财务助理
蕉岭县华侨高级中学	驾驶教练员,司机
金溪县第二中学	检验员,qc,验货员
Hunan Engineering College	美术教师,实习
名古屋大学	日语、行政人事助理
河南省新乡教育学院	Sales Manager
广东青年干部学院（省团校）	大区经理
武汉市第27中学	会计
沧州师范专科学校	会务专员,景观设计师,业助,仓管,实习设计师,文员,生产担当,电气焊,品牌运营,营业担当
江苏财经学院	旅游产品经理,旅游开发经理,线路主管
2002年3月--2003年7月，深圳市森鑫源技术学校，中级电工培训班	广州市水天水处理设备有限公司,电工
德国卡塞尔大学	生产主管
华都技校	助理工程,单片机助理,电子维修 技术员
北京市西城区外事服务职业高中	营运经理,区域经理,餐厅经理
天津育英职专	招商部经理,招商经理,招商总监
知金北京石油大学	销售经理
张家口市宣化区科技技术学院	销售
北京二外语	商业策划经理
深圳市质量保证中心	副总经理,厂长,项目经理
香港华仁商学院	副总经理,总经理,生产副总
长春东方职业学院	销售代表,康复治疗师
李伟强职业技术学校	人事文员,行政文员
桃江县第六中学	司机兼业务员
黄平民族高级中学	生产厂长
天津建工学院	监理公司总监
德国XXXX大学	总经理，管理类-市场、销售、项目管理等
西安国际商务管理学院	物流经理,仓库经理,供应链经理
景德镇陶瓷学院 	工程机械,油泥模型师,SAP FICO,SD,MM
解放军炮兵学校	上海塞沃福事特
湖南信息科学职业技术学院	平面设计师,网页设计师
山东中西医结合大学	市场总监,销售部门助理
江苏城市职业技术学院	设备维修,技工技术类,工程督导,设备管理
内蒙古赤峰市乌丹师范学校	总裁、总经理,顾问、策划,总监、主任
河北怀来职教中心	
国际财政部和人社部举办的全国会计师资格考试	财务总监
北京工商管理大学艺术系	培训师
现代职业技术学院	维修工程师
北京市服务管理学院	餐饮店长/其它助理
巴黎第七大学	法语翻译,法语教师,法语助理 法语翻译
华北水利水电学院	人力资源专员,会计,施工员,机械工程师,工艺工程师,总经理 副总经理 董事长助理 总经理助理 行政人事,项目技术负责人,在校生实习,招标工作,软件工程师
黑龙江东北林业大学	审计主管
广东韶关松山职业技术学院	设备工程师
天津汽车集团公司职工大学	常务副总经理
北京煤炭工业学校	助理
日本早稻田大学商学研究科	经营管理，战略投资
华阳成人中等专业学校	美工及卖场的布置与制作
武汉理工大学自学考试助学班	网络资迅专员
北京航空航天大学现代远程教育学院	产品经理,编辑
上海中侨职业技术学院	行政助理,统计,会计助理，会计文员,顾问助理,人事助理 人事专员,前台接待,人事行政,行政IT&出纳,出纳,各种文员
洛阳理工大学（原洛阳大学）	Project Manager
珠海斯坦德软件学校	软件工程师
广东社会科学大学	会计,销售助理,业务员,客服经理,销售管理类经理,hr assistant,电子商务专员,厂长,人事系长
陕西省城固县一中高中	高级工程师开发部经理
廊坊艺术学院	设计部经理
1999年毕业于西北建筑工程学院，机械电子工程专业	厂长,生产总监,生产副总经理
许昌县一高	物业副总经理,总经理助理
天津四十二中学	酒店管理
乌克兰国立基辅理工大学	Media Manager
中国传媒大学远程学院	人事助理、人事专员
乌克兰国立冶金学院	餐馆股东
中南民族大学	软件工程师,测试工程师,销售经理,项目经理,人事专员,行政助理,法务,人力资源助理,电子工程师,产品经理
上海东沪高等职业学院	高级主管
硅湖职业技术学院	事业部,金融保险,财务,会计助理,会计,弱电项目经理,信贷专员,审计助理,出纳
湖南南华大学	生产经理,IE.精益经理,技术经理,设备工程师,土建工程师,暖通工程师,系统工程师/设备工程师,暖通经理
同济中学	销售经理,司机
湖北省黄冈市广播电视大学	
棉湖中学	项目经理,销售代表/客服
哈理工大学	采购经理,售前技术经理,产品经理,弱电项目经理
中国科学院高能物理研究所	分析师
长春医学高等专科学院	培训讲师,技术专员,市场专员
湖南省辰溪县第一中学	销售客服
辽宁党校培训学院	财务经理
约翰霍普金斯大学	行业研究,投行,分析师
湖北孝昌一中	运维工程师
广西南宁沛鸿民族高级中学	店助理/店长
湖北恩施机电工程学校	电气设计
罗岗中学	电工,珠宝店长,店经理
巴黎4大	人事主管
惠州市龙门职业高中	会计,出纳
广东职业技术学院	设计师助理,人事助理,服装设计助理,MIDI制作员,模具设计,工程师,储备干部,平面设计,业务或督导,人事行政专员
山西太原铁路学校	摄影师
Purdue University - West Lafayette	市场部
北京师范大学研究生院（统招，在职MBA）	办事处经理
平顶山市经济管理学校	高级UI设计师,高级视觉设计师,高级UI视觉设计师
衡水教育学院	人事经理
东源中学	证券经纪人
辛集市世纪中学	IE工程师,制造工程师,工艺员
重庆职工职业学校	施工员
复旦大学法学院	
辽阳外国语师范专科学院	生产部副经理,质控经理,品质管理部部长
江西省永丰县欧阳修中学	PMC主管
山西兴华职业技术学院	研发工程师,机械设计师
上海交通大学-安泰经济管理学院	销售主管
辽宁省渤海船舶职业学院	行政专员/助理,行政文员兼出纳
The University of New South Wales(澳洲 新南威尔士大学)	市场经理
台灣成功大學	供應鏈長
安徽省蒙城县第六中学	会计助理,财务,人力资源
上海市信息技术学院	焊接装配工
北京科导计算机培训学院	人事
Beijing Materials Institute	Admin Officer
广州市纺织服装学校	服装设计助理
台湾义守大学	系统集成工程师
佛山科学技术学院（夜大）	售后客服支持,跟单
郑州市经济贸易学校	操作工
文化宫学校	行政,采购,人事
广东石油化工学校	市场管理
郑州铁路学院	销售,编辑,后勤
广东省英德硫铁矿中等技术专业学校	安全,车队,EHS
福州商业高等专科学校	跟单员
Graduate School of the Chinese Academy of Sciences	General Manager of HR Center,Software Engineer
大69中学	铣工
北京应用技术学院	技术支持高级工程师、区域主管
平原大学	会计,技术部设计、工程部项目经理,设计绘图类工作,PMC/采购/售后/,客服专员,项目工程师,品牌设计与策划,部门总监,人事行政总监
山东东明第一初级中学	经理,工程部经理及经营部主管
天祝一中	厨师
西安工业科技学院	团队主管,采购员,材料/采购主管、经理,材料员
人民日报	副总裁
上海柴油机厂技校	车工
重庆大学（原重庆建筑大学）	工程副总,工程总监,工程经理
Zhongnan University of Economics and Law	翻译,策划设计师,律师助理,数据管理 经营分析,会计、审计专员,法务
MIDDLESEX UNIVERSITY, UK.	
河北华冶技工学校	客服班长
湘潭教育学院	C/C++软件工程师,暑假工,软件测试工程师
鄂东职业发展学院	理财经理
现代管理大学,北京大学（自考本科）	律师助理
南京陆军指挥学校	业务主管
安徽中华技术学校	仓管,技术员,储备干部
Guangzhou TV University	General Manager
中科院上海技术物理研究所	研发工程师
湖南省湘潭矿业学院	矿长、总工、总裁、项目部经理
（加州大学	
湖南科技经贸学院	平面设计,生管,PMC计划,嵌入式软件开发,系统集成工程师,助理,主管,系统管理员,客服,C/C++软件开发
山东海军航空工程学院	副总经理 市场总监
北京国际经济贸易大学	采购主管
郑州中山电子专修学院	网络管理员
桂林理工大	会计助理
湖北黄冈广播电视大学	IE经理,IE项目工程师,工长,企业管理咨询师
